Protein,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46
Q61410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180929.501551462,162867.846506433,129112.394337167,191932.966317982,178099.002099569,127438.421007189,191043.271985552,193757.913160429,216873.56654155,190716.779328758,212471.181496374,201127.465033572,211728.832847364,244817.45760093
Q61411,797922.089793338,659117.973169511,610152.157725901,629821.923491729,636702.390059277,552052.841235668,237254.64676928,388195.333331791,769842.539335194,700058.475172972,737430.979784374,799330.375926257,770855.301318278,649979.345777703,742955.837568776,237973.600833007,241425.340649656,662714.449206432,736600.390625681,211405.841911726,266709.856252964,528330.261319035,627203.610381885,575117.049825703,670624.461715512,763698.214101994,285423.789862859,806525.69899507,695165.878353609,267473.422776981,755349.579910227,648497.666220432,159432.927109704,148521.974016229,147557.02209962,159362.52354887,64162.3042498445,152069.376327906,167162.862987358,158935.062408094,72790.6552428549,177880.073027784,202679.882809905,67100.283593097,161378.683572686,167838.772478988
Q61425,325757.183447739,542588.828741752,479326.740123411,419291.561425674,424745.328094374,468674.431192124,374240.960677733,567915.395059471,463823.591083038,391775.84390414,583653.903431234,403450.92046075,302956.231959148,500959.690892083,468618.662329846,457340.21230047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,160328.617711444,190715.716634476,122964.185083016,118649.47008748,207652.548299497,242025.908803568,155222.658488261,204472.63646884,165612.541722639,117364.17189462,163514.68806403,159514.886061109,202691.626567293,160267.098532568
Q61464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79934.1043831635,37951.1296092316,49038.5835645391,NaN,29871.5039003319,NaN,NaN,NaN,48782.3499092583,44085.7717463731,31530.5702880993,NaN,80183.6325227114,47561.6377228886,45365.6700360285,39430.2593350077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61481,972391.292913289,599943.01701479,603555.918182919,881927.609159064,812086.468783177,516946.142269965,974438.7278024,NaN,791638.760720675,905580.229352194,845773.919942268,833942.787333078,1071567.41304069,693311.302162883,986051.768652383,926432.207358125,990046.775101112,923032.499038599,698799.815794682,834053.893711434,756389.152333405,601135.548726126,785383.993058842,826294.686837969,797097.220739515,627149.363560131,707892.215291641,873180.715440942,967265.916564841,913300.159954854,896139.590366867,838643.586871483,201530.38539148,153585.223130418,203915.606929335,214034.338197023,259760.116599371,297713.286050407,295520.06135265,249117.316920552,295736.681647569,283324.446214357,313321.557967003,325098.273222369,303391.925116649,306652.794830031
Q61490,2403526.78423987,1993740.83044369,2286696.37490068,1795700.147034,1986577.95331811,1404267.95862809,1920632.85479894,573306.996911303,2092437.25300619,1937470.70346037,2726048.17171475,1968580.89876291,2984679.91485679,2029203.81120844,2079495.31408869,1988009.91642388,1836049.85956251,2231297.56999,1859379.62682211,2566319.67295826,1109513.00201233,2331736.90749741,2722174.0274639,2551645.83631508,1902405.36683164,1989711.82218144,1834131.21283715,2171049.10709416,2061089.99043723,1838271.88744907,1910721.57048297,2051574.40702451,695951.597551912,781428.113289933,991911.093002999,666530.846667902,948824.377997702,708943.148796295,476115.654401492,825926.588356669,1261809.84169629,981091.124431591,880237.751913549,671869.764659562,746215.032840099,769786.85121942
Q61543,272074.351718524,497069.631699659,444146.79589417,526325.905165138,450512.657195989,382663.018726154,115520.417295995,593076.203701347,446386.613974654,476339.482342466,416770.826252543,425083.677590012,320909.193853024,269503.63117612,459832.062411161,415229.657420555,454447.700046412,524450.283544658,504688.755851715,472244.89063863,413933.6969046,478153.644322254,467183.920929615,440557.601426275,310336.517941251,430128.879206871,287484.611450317,422783.247170969,530640.273853795,442546.935867369,429074.317582141,423324.865449448,170181.214330583,124893.478150011,173174.560658581,190769.736219085,225540.220999454,214182.220180149,134476.55317108,180364.509024916,178230.640139601,170544.81228437,192888.584123436,201994.393762165,210437.803378782,193077.685633724
Q61545,481925.421205456,429701.220077361,410066.224922093,220260.756951461,403965.223980167,991764.245781088,556418.635875574,825813.683638694,530955.952950319,504170.553220903,531229.900129028,369920.146910393,456678.468175457,249422.968461037,706833.149014184,300649.775537997,896722.693841581,1029829.64768769,558835.525204226,1019165.47667891,525951.836530844,777245.63583247,629962.570544855,630934.302495096,1084052.22020574,888542.877454554,1257101.16834906,565615.425269269,882291.1538012,620538.340842596,538577.659048416,802615.938748126,249897.677885435,211812.587943599,186495.680709241,255910.62175731,192098.050299535,238813.175500866,255221.871168198,231259.444739867,200312.312369286,243897.419718507,250657.246373603,247941.616377593,232385.304344668,228412.164050352
Q61548,7173978.42199514,7264863.8479181,6750151.79898566,6492827.13262542,8062680.39631199,6889689.67201907,6877560.29622854,5562335.91047173,8578992.73732537,5641143.98189841,6885019.10035647,7982487.38069794,8000288.64395824,8243640.48303428,7859125.48282346,6962931.28363242,4544477.00046412,6083623.28911804,6211553.91817495,4827625.94216328,4224684.12304695,3915743.83621928,4644249.60766646,6399049.3238839,3698531.10423135,4837730.70491173,5110837.53689452,7608194.02003612,6083831.41914147,5427278.90580201,4771217.02103058,3812926.09305531,2534804.40292395,2860735.74951714,3186821.79673484,2093814.17801435,3655307.02999114,2891459.97243201,2253713.59920455,2107228.9173208,3328023.45747398,4309465.68675558,3348624.15077234,3675777.80923425,2878995.71493671,2940333.38252664
Q61553,5319480.59862226,3432147.45697384,3836812.66750162,4475981.64728673,4031340.19815599,2615449.07294482,3657675.80435973,1437760.49382145,4167437.52890399,4592126.69494198,2927006.85103987,5018799.65398896,5026829.33028513,3889307.30481617,4403062.84814084,4230641.79258679,5741459.78183636,4910761.74591816,4607583.58075148,4585718.75987623,4480725.58504979,3413977.66625148,4533891.20114765,4285967.61568548,6493685.35829124,5013293.51275127,4441070.52097084,4132611.01964416,4321057.08521489,4629721.79061246,4480697.95183433,4623548.17583085,994216.567931301,1392393.50640215,1250135.88167733,1244656.20581964,1291023.33399687,950969.057599862,1183572.77097299,1223264.2443769,1135628.85752666,1219487.09859254,1351199.2187327,1187692.35817239,1291029.46858149,1239230.63589749
Q61578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83747.0712626818,52742.1782728086,62199.3836211591,45482.2968668673,33675.4881699184,23452.9531097264,44178.7566466588,32233.4592861359,29810.2575100749,20263.6578036805,33094.5895602647,NaN,60936.5909170461,75085.7666353368
Q61595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97077.3323536644,132542.889841286,92151.6716150297,94133.4470203951,91001.4029535112,101337.08922879,56190.8219858258,98876.2761572093,52714.6961982399,101436.288973956,77486.8916884009,111409.098916674,97630.5784943951,81603.7097126861,106933.365084924,90869.7347111346,79806.0326150262,71729.3624510197,77877.3172192438,68514.2528250251,77772.4899998117,75499.2326135025,50596.6165649235,65538.3909031129,59935.967480574,61982.9532818463,78526.2154654801,62072.0969672577,67133.5323662373,70542.7622674845
Q61598,5173072.87572439,5170980.7839818,5167054.3086698,5838236.93124356,5211650.11184291,4388337.37071277,5564186.35875573,4448071.5277601,5030567.89576904,5063114.04826935,4656998.9600127,5126963.43963526,4746314.30069332,6203867.90197579,4891207.28806777,5092439.19478039,6197936.26625798,7122988.39650654,5087753.04482093,6636670.9575273,5654248.95256283,6650861.39016139,7136510.28821617,7674872.24204145,7173874.98665564,4984033.04477802,5893949.74012836,6598846.62814148,7801406.41117249,7304456.01838228,4458350.33112693,7115460.50436306,1791381.20347982,2185635.86762519,2059650.10014052,1756477.44933426,1998752.99299516,1916930.87061233,1746254.90799293,1830431.89852018,2129304.10786249,2191409.14709486,2124711.81496374,2063290.3740513,2207660.39127434,2208404.90103932
Q61599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88404.6623917293,73417.1121557496,101445.452693489,117486.239988583,77772.4899998117,96917.4546315175,86417.2300622144,52055.697406696,86749.4266166202,31908.3842338498,45235.799931486,57650.7604514334,82109.4742017826,31043.8631803242
Q61625,148847.851612825,96500.6977292378,93226.8522074892,85539.0168562502,85614.0289505293,161490.81524223,78096.3212282213,267782.891974244,237142.888674035,172338.554285701,NaN,206592.830584459,116694.252310191,67534.4393417807,191352.620451354,224263.18761629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61644,11456404.3167576,9376954.59067122,8740017.39445211,9995769.29137155,7115107.64870419,7451396.8554703,11198984.2195261,5166951.77467082,8718488.55419244,10276087.7089611,10484800.6604414,8782899.39448066,13128103.3848964,10780145.2470448,9264981.46981298,10282809.9125373,12172706.2512432,11347197.0439663,10318535.2917051,10938411.7208057,12695389.1576411,8382446.6041679,11863528.7007717,9389259.28831564,14666588.8616071,12874605.9082329,11746683.0485076,13426224.7412402,12927011.7821282,10698936.9110792,11173810.3537016,12709753.6435177,2642287.27513274,2067493.3882941,1854709.79166883,2617267.72251794,2838695.88499312,2955714.63848606,2820873.31291166,2125086.78950148,3943155.75530091,2732384.62692163,4327754.01941923,3372352.7542267,3459958.97579838,4025606.64818025
Q61655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,253598.0469009,304181.164455902,408654.863037826,219820.004773884,161092.75317679,339430.056154686,247386.761279659,174428.914591851,382606.665954967,291629.330800123,176200.245727614,292329.857841188,250404.354101365,364736.485604974,151963.820810342,380291.841302105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61656,719837.970914479,910383.940841866,932268.522074891,774008.684066381,752239.768934262,1219957.78905815,800734.43284632,1958948.67283172,993907.695177938,917354.913185379,1031005.39827673,807983.478777963,843789.209012147,903629.822178757,884517.725147585,829479.999611346,1491156.51577729,1392177.11631855,1368993.79117671,1156947.39354676,837468.948634306,668037.704721832,1443855.81862105,1146247.15303216,1243471.66435364,1160665.22960584,1463183.3270948,1171223.86040606,1229422.09955905,1351956.5733091,1340857.24244419,1401075.20479723,245419.224876736,264976.70364259,260274.191759051,244278.320768341,308756.785299252,210969.486877447,228356.41104523,283940.167672887,287061.738985906,289742.799364843,281010.272301656,299957.340093172,224639.127533179,283937.77299077
Q61686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,103004.41920009,131644.47696893,119890.080455941,110274.213375423,100326.512099757,108162.021190975,111640.912066557,75806.6674070066,110408.361148426,125616.340230961,120432.973843567,98829.8750596001,121614.975940376,102343.792842451
Q61696,175689.267477432,192091.011517634,215477.158404102,168070.457111557,173721.670394763,123751.1138541,103375.238949472,NaN,NaN,149859.612422349,214938.413539048,NaN,NaN,195522.242225813,NaN,167462.904289894,1095543.56261189,940196.32650006,1154449.98808186,1125394.28281366,1258870.52151399,1023209.44464021,1075994.46355837,1345594.48399428,1137192.03492171,1345981.5267698,1112843.65722703,1314056.03850436,624654.904996546,1118525.22252192,1217945.32855347,884678.915029107,39947.8008376001,44050.2672934497,45086.8678637727,57579.8898953947,41686.054639899,72179.4082007103,65074.1145200785,48216.2548878488,52522.8346606082,50613.2991295549,78232.4765048861,71348.2343632025,83013.1948297896,71678.5133594475
Q61699,3074562.18085506,2312375.20973834,2297690.10747232,2521056.85667335,3150263.78371366,1957198.4673379,2556136.37293094,979474.336415861,2667857.49758289,2965079.47435648,2455190.82132001,2098377.44153848,2939797.51012211,2515367.22431046,2850763.52917323,3016290.90767762,2992456.95343062,3194378.99977201,3044478.7296318,3397218.25559638,2709772.13953011,2794148.86805597,3393521.00045331,4196261.31675253,3039597.40175335,2613935.13894424,2565722.87638455,4837249.7649291,3344751.30027094,3287491.52358616,3832616.95131965,2712081.28928606,796268.944946782,694509.003496343,966293.554444036,1102742.13375423,801056.646998059,1052705.61218543,968649.089989241,883964.672943894,1040993.11939944,1026936.50407793,973255.089435002,918944.452308562,1047024.89901958,1172347.51603744
Q61735,2684141.58646077,3250070.66880546,3056257.65491533,2936810.09268615,3283256.45004458,3001622.76156754,3163395.29025707,3423667.17591232,3339181.11625571,3361137.02147268,3800740.23940998,3255729.94795404,4061857.62848932,3667363.13796524,3670846.18825046,3231740.25822602,1227414.54700035,1211003.38200312,1113584.50177807,1005492.46202791,1237533.73301375,914001.513529575,846081.116644186,1245920.81851322,1105308.14609213,1199679.18690352,1277709.38422363,1190268.15081917,1120943.67900972,1488124.86126829,1329683.43209049,959736.5152861,804330.16036244,1063282.31397982,990886.391460639,721202.661316054,925492.630997758,592213.838798113,658203.773012721,883964.672943894,1222378.28414328,1191979.87080474,1067251.5568251,1057653.04888344,778490.769554636,893457.525677622
Q61753,3196568.61660328,3632431.92395905,3858800.1326449,3847928.88650143,2975710.90915432,2878749.31518758,4448524.62692401,3019297.03702504,4315651.83432526,3949871.21313191,4412353.61126907,3277362.7050833,3512048.17048939,3847032.225416,3612268.85545923,3848708.85297826,4392318.17232358,3909538.47733291,4525852.60814392,4312258.46685609,4875456.17230418,4407671.45383477,4478711.99788824,4555086.51248435,5271469.61982399,4866991.172885,4471982.84478271,5427622.7677354,4863449.18796153,4551911.34035007,4804738.45209168,4693601.93607071,1262923.74845328,1375516.00935485,1106677.66574715,1256288.50680861,1049928.61499746,1456439.09722502,1350735.63396035,1196477.43610588,1182946.72659028,999429.276290125,1468694.80297033,1335070.2420332,1232933.14249532,1325042.94062359
Q61768,66005.4817397852,58173.5338197952,95535.5360475331,107918.925092684,47212.3965474764,76795.9039874735,73294.739091224,102440.435184778,75414.9259937646,78462.2113611299,61772.9505577669,84151.4252328319,75963.4700134606,71550.5718847975,78591.2548282345,66789.2986700044,1024536.10947963,1144255.16409744,696756.541479492,863503.463728987,1173523.36751304,1200303.38698179,429478.13203569,865167.416375582,369853.110423135,850504.269089322,821237.402601801,482772.761972255,482728.971444509,754761.367545226,700597.909177089,516396.289768122,106587.181607049,72657.6247886211,148581.723641978,160525.753647767,119769.63459971,106127.290099264,118506.529653538,116969.062783485,123026.459565388,108195.095965353,140015.571216504,82444.9220891928,140722.212075382,136290.131035569
Q61781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49889.9665169131,32911.1192422326,46418.9798688387,46878.1729855435,20376.3923799507,35554.2485499048,26417.7024542521,43841.076203581,58358.7051784536,48962.8654622868,79603.2583209918,42219.4290824783,NaN,27510.4153386612
Q61792,3904205.94394294,2740255.66193402,3210169.91091826,2229145.01011117,2551796.78522452,3317583.05225886,3685920.40516561,4007757.37652728,3330462.62770151,3639447.73025704,3058066.85929539,3374710.11216499,4533122.87820355,2842999.08966182,3690371.96584754,3349258.08579788,4879226.42237331,4338634.16386945,3422484.47794179,4080868.98814674,4107331.78629565,4506056.97735787,4883359.48845719,3279263.5943268,5112050.17567609,4837730.70491173,4678065.00352845,4989604.08823396,5188884.44960952,3482017.64924215,2681714.48488838,3642795.53247279,742527.508842387,837967.728398383,883292.729513,596737.04073409,909938.132997796,665035.793659363,934321.002054339,1017898.71429903,1033106.80788884,909572.332183306,929194.245345892,1048983.76159751,1049606.95795675,945197.297644828
